Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls  ms/call  ms/call  name    
  0.00      0.44     0.00    19000     0.00     0.00  std::__cxx11::list<bool, std::allocator<bool> >::begin()
  0.00      0.44     0.00    16000     0.00     0.00  std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >::operator->() const
  0.00      0.44     0.00    16000     0.00     0.00  std::iterator_traits<std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > >::iterator_category std::__iterator_category<std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > >(std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > const&)
  0.00      0.44     0.00    16000     0.00     0.00  std::iterator_traits<std::_List_iterator<bool> >::iterator_category std::__iterator_category<std::_List_iterator<bool> >(std::_List_iterator<bool> const&)
  0.00      0.44     0.00    16000     0.00     0.01  std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > std::next<std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > >(std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >, std::iterator_traits<std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > > >::difference_type)
  0.00      0.44     0.00    16000     0.00     0.00  std::_List_iterator<bool> std::next<std::_List_iterator<bool> >(std::_List_iterator<bool>, std::iterator_traits<std::_List_iterator<bool> >::difference_type)
  0.00      0.44     0.00    16000     0.00     0.01  void std::advance<std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >, long>(std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >&, long)
  0.00      0.44     0.00    16000     0.00     0.00  void std::advance<std::_List_iterator<bool>, long>(std::_List_iterator<bool>&, long)
  0.00      0.44     0.00    14052     0.00     0.00  std::remove_reference<int&>::type&& std::move<int&>(int&)
  0.00      0.44     0.00    13402     0.00     0.00  bool __gnu_cxx::__ops::_Iter_less_iter::operator()<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const
  0.00      0.44     0.00    12372     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator--()
  0.00      0.44     0.00    12000     0.00     0.00  std::__cxx11::list<bool, std::allocator<bool> >&& std::forward<std::__cxx11::list<bool, std::allocator<bool> > >(std::remove_reference<std::__cxx11::list<bool, std::allocator<bool> > >::type&)
  0.00      0.44     0.00    11980     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::base() const
  0.00      0.44     0.00     9000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<bool> >::~new_allocator()
  0.00      0.44     0.00     9000     0.00     0.00  std::allocator<std::_List_node<bool> >::~allocator()
  0.00      0.44     0.00     9000     0.00     0.00  std::__detail::_List_node_header::_M_base()
  0.00      0.44     0.00     8929     0.00     0.00  __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >::operator++()
  0.00      0.44     0.00     8000     0.00     0.02  Graph::addEdge(int, int)
  0.00      0.44     0.00     6040     0.00     0.00  int const& std::forward<int const&>(std::remove_reference<int const&>::type&)
  0.00      0.44     0.00     6002     0.00     0.00  std::__detail::_List_node_header::_M_init()
  0.00      0.44     0.00     6000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<bool> >::new_allocator(__gnu_cxx::new_allocator<std::_List_node<bool> > const&)
  0.00      0.44     0.00     6000     0.00     0.00  std::allocator<std::_List_node<bool> >::allocator(std::allocator<std::_List_node<bool> > const&)
  0.00      0.44     0.00     6000     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_get_Node_allocator()
  0.00      0.44     0.00     6000     0.00     0.00  std::__cxx11::_List_base<bool, std::allocator<bool> >::_List_impl::~_List_impl()
  0.00      0.44     0.00     6000     0.00     0.01  std::__cxx11::_List_base<bool, std::allocator<bool> >::~_List_base()
  0.00      0.44     0.00     6000     0.00     0.00  std::__cxx11::list<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::end()
  0.00      0.44     0.00     6000     0.00     0.01  std::__cxx11::list<bool, std::allocator<bool> >::~list()
  0.00      0.44     0.00     6000     0.00     0.00  std::remove_reference<std::allocator<std::_List_node<bool> >&>::type&& std::move<std::allocator<std::_List_node<bool> >&>(std::allocator<std::_List_node<bool> >&)
  0.00      0.44     0.00     5474     0.00     0.00  bool __gnu_cxx::__ops::_Val_less_iter::operator()<int, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(int&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >) const
  0.00      0.44     0.00     3037     0.00     0.00  bool __gnu_cxx::operator!=<int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.44     0.00     3002     0.00     0.00  std::__detail::_List_node_header::_List_node_header()
  0.00      0.44     0.00     3001     0.00     0.00  __gnu_cxx::new_allocator<bool>::new_allocator()
  0.00      0.44     0.00     3001     0.00     0.00  __gnu_cxx::new_allocator<bool>::~new_allocator()
  0.00      0.44     0.00     3001     0.00     0.00  std::allocator<bool>::allocator()
  0.00      0.44     0.00     3001     0.00     0.00  std::allocator<bool>::~allocator()
  0.00      0.44     0.00     3000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >::deallocate(std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > >*, unsigned long)
  0.00      0.44     0.00     3000     0.00     0.01  void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >::destroy<std::__cxx11::list<bool, std::allocator<bool> > >(std::__cxx11::list<bool, std::allocator<bool> >*)
  0.00      0.44     0.00     3000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >::allocate(unsigned long, void const*)
  0.00      0.44     0.00     3000     0.00     0.00  void __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >::construct<std::__cxx11::list<bool, std::allocator<bool> >, std::__cxx11::list<bool, std::allocator<bool> > >(std::__cxx11::list<bool, std::allocator<bool> >*, std::__cxx11::list<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<bool> >::new_allocator()
  0.00      0.44     0.00     3000     0.00     0.00  void __gnu_cxx::new_allocator<int>::construct<int, int const&>(int*, int const&)
  0.00      0.44     0.00     3000     0.00     0.00  __gnu_cxx::new_allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_max_size() const
  0.00      0.44     0.00     3000     0.00     0.00  std::allocator<std::_List_node<bool> >::allocator<bool>(std::allocator<bool> const&)
  0.00      0.44     0.00     3000     0.00     0.00  std::_Bit_reference::operator=(bool)
  0.00      0.44     0.00     3000     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::__allocated_ptr(std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >&, std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > >*)
  0.00      0.44     0.00     3000     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::~__allocated_ptr()
  0.00      0.44     0.00     3000     0.00     0.00  std::__allocated_ptr<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::operator=(decltype(nullptr))
  0.00      0.44     0.00     3000     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::deallocate(std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >&, std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > >*, unsigned long)
  0.00      0.44     0.00     3000     0.00     0.01  void std::allocator_traits<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::destroy<std::__cxx11::list<bool, std::allocator<bool> > >(std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >&, std::__cxx11::list<bool, std::allocator<bool> >*)
  0.00      0.44     0.00     3000     0.00     0.00  std::allocator_traits<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::allocate(std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >&, unsigned long)
  0.00      0.44     0.00     3000     0.00     0.00  void std::allocator_traits<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >::construct<std::__cxx11::list<bool, std::allocator<bool> >, std::__cxx11::list<bool, std::allocator<bool> > >(std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >&, std::__cxx11::list<bool, std::allocator<bool> >*, std::__cxx11::list<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  void std::allocator_traits<std::allocator<int> >::construct<int, int const&>(std::allocator<int>&, int*, int const&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_get_node()
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_inc_size(unsigned long)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_put_node(std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > >*)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<bool, std::allocator<bool> >::_List_impl::_List_impl(std::__cxx11::_List_base<bool, std::allocator<bool> >::_List_impl&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<bool, std::allocator<bool> >::_List_impl::_List_impl(std::allocator<std::_List_node<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<bool, std::allocator<bool> >::_List_base(std::__cxx11::_List_base<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::_List_base<bool, std::allocator<bool> >::_List_base(std::allocator<std::_List_node<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > >* std::__cxx11::list<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_create_node<std::__cxx11::list<bool, std::allocator<bool> > >(std::__cxx11::list<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  void std::__cxx11::list<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::_M_insert<std::__cxx11::list<bool, std::allocator<bool> > >(std::_List_iterator<std::__cxx11::list<bool, std::allocator<bool> > >, std::__cxx11::list<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::list<std::__cxx11::list<bool, std::allocator<bool> >, std::allocator<std::__cxx11::list<bool, std::allocator<bool> > > >::push_back(std::__cxx11::list<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__cxx11::list<bool, std::allocator<bool> >::list(std::__cxx11::list<bool, std::allocator<bool> >&&)
  0.00      0.44     0.00     3000     0.00     0.04  std::__cxx11::list<bool, std::allocator<bool> >::list(unsigned long, bool const&, std::allocator<bool> const&)
  0.00      0.44     0.00     3000     0.00     0.00  std::__detail::_List_node_header::_List_node_header(std::__detail::_List_node_header&&)
  0.00      0.44     0.00     3000     0.00     0.00  std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >* std::__addressof<std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > > >(std::allocator<std::_List_node<std::__cxx11::list<bool, std::allocator<bool> > > >&)
  0.00      0.44     0.00     3000     0.00     0.00  std::remove_reference<std::__cxx11::list<bool, std::allocator<bool> >&>::type&& std::move<std::__cxx11::list<bool, std::allocator<bool> >&>(std::__cxx11::list<bool, std::allocator<bool> >&)
  0.00      0.44     0.00     2365     0.00     0.00  bool __gnu_cxx::operator< <int*, std::vector<int, std::allocator<int> > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > const&)
  0.00      0.44     0.00     2365     0.00     0.00  std::enable_if<std::__and_<std::__not_<std::__is_tuple_like<int> >, std::is_move_constructible<int>, std::is_move_assignable<int> >::value, void>::type std::swap<int>(int&, int&)
  0.00      0.44     0.00     2365     0.00     0.00  void std::iter_swap<__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > > >(__gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >, __gnu_cxx::__normal_iterator<int*, std::vector<int, std::allocator<int> > >)
  0.00      0.44     0.00     1502     0.00     0.00  std::_Deque_iterator<int, int&, int*>::_Deque_iterator(std::_Deque_iterator<int, int&, int*> const&)
  0.00      0.44     0.00     1501     0.00     0.00  std::deque<int, std::allocator<int> >::empty() const
  0.00      0.44     0.00     1501     0.00     0.00  std::stack<int, std::deque<int, std::allocator<int> > >::empty() const
  0.00      0.44     0.00     1501     0.00     0.00  std::_Deque_base<int, std::allocator<int> >::_M_get_Tp_allocator()
  0.00      0.44     0.00     1501     0.00     0.00  std::deque<int, std::allocator<int> >::end()
  0.00      0.44     0.00     1501     0.00     0.00  std::operator==(std::_Deque_iterator<int, int&, int*> const&, std::_Deque_iterator<int, int&, int*> const&)
  0.00      0.44     0.00     1500     0.00     0.00  void __gnu_cxx::new_allocator<int>::destroy<int>(int*)
  0.00      0.44     0.00     1500     0.00     0.00  std::_Deque_iterator<int, int&, int*>::operator*() const
  0.00      0.44     0.00     1500     0.00     0.00  std::_Deque_iterator<int, int&, int*>::operator--()
  0.00      0.44     0.00     1500     0.00     0.00  void std::allocator_traits<std::allocator<int> >::destroy<int>(std::allocator<int>&, int*)
  0.00      0.44     0.00     1500     0.00     0.00  std::deque<int, std::allocator<int> >::back()
